;ID_PROPOSTA;UF_PROPONENTE;MUNIC_PROPONENTE;COD_MUNIC_IBGE;COD_ORGAO_SUP;DESC_ORGAO_SUP;NATUREZA_JURIDICA;NR_PROPOSTA;DIA_PROP;MES_PROP;ANO_PROP;DIA_PROPOSTA;COD_ORGAO;DESC_ORGAO;MODALIDADE;IDENTIF_PROPONENTE;NM_PROPONENTE;CEP_PROPONENTE;ENDERECO_PROPONENTE;BAIRRO_PROPONENTE;NM_BANCO;SITUACAO_CONTA;SITUACAO_PROJETO_BASICO;SIT_PROPOSTA;DIA_INIC_VIGENCIA_PROPOSTA;DIA_FIM_VIGENCIA_PROPOSTA;OBJETO_PROPOSTA;VL_GLOBAL_PROP;VL_REPASSE_PROP;VL_CONTRAPARTIDA_PROP;NR_CONVENIO;DIA;MES;ANO;DIA_ASSIN_CONV;SIT_CONVENIO;SUBSITUACAO_CONV;SITUACAO_PUBLICACAO;INSTRUMENTO_ATIVO;IND_OPERA_OBTV;NR_PROCESSO;UG_EMITENTE;DIA_PUBL_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIAS_PREST_CONTAS;DIA_LIMITE_PREST_CONTAS;SITUACAO_CONTRATACAO;QTDE_CONVENIOS;QTD_TA;QTD_PRORROGA;VL_GLOBAL_CONV;VL_REPASSE_CONV;VL_CONTRAPARTIDA_CONV;VL_EMPENHADO_CONV;VL_DESEMBOLSADO_CONV;VL_SALDO_REMAN_TESOURO;VL_SALDO_REMAN_CONVENENTE;VL_RENDIMENTO_APLICACAO;VL_INGRESSO_CONTRAPARTIDA
2354;1203975;MA;SAO LUIS;2111300.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;52240/2017;23;5;2017;23/05/2017;26291;FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR;CONVENIO;6352421000168;UNIVERSIDADE ESTADUAL DO MARANHAO;65099110;SETOR CID UNIVERSITARIA P VI. S/N - TIRIRICAL. SAO LUIS - MA. CEP: 65099-110;TIRIRICAL;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;20/10/2017;20/10/2021;Implantação. oferta e reoferta de cursos no Âmbito do Sistema Universidade Aberta do Brasil na modalidade de Educação à Distância – Universidade Estadual do Maranhão.;13714008;13576008;138000;843502;20;10;2017;20/10/2017;Em execução;;Publicado;SIM;SIM;2.30380105512017E+016;154003.0;30/10/2017;20/10/2017;20/10/2021;60;19/12/2021;Normal;1;;;13714008;13576008;138000;2715201.6;2715201.6;;;;
2355;1204067;BA;SALVADOR;2927408.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;52283/2017;23;5;2017;23/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;13937065000100;SECRETARIA DA EDUCACAO-SEC;41630350;AVENIDA LUIZ VIANA FILHO. SN. 3 ANDAR - C ADMINISTRATIVO. SALVADOR - BA. CEP: 41630-350;C ADMINISTRATIVO;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;13/09/2017;26/05/2019;apoiar a execução do Censo Escolar da Educação Básica 2017 e 2018 em parceria com o INEP. Estados e Municípios da Bahia.;707893.06;664330.16;43562.9;849322;13;9;2017;13/09/2017;Em execução;;Publicado;SIM;SIM;2.30360045682017E+016;153978.0;15/09/2017;13/09/2017;26/05/2019;60;25/07/2019;Normal;1;;;707893.06;664330.16;43562.9;314520.89;62904.18;;;;
2356;1204196;PI;TERESINA;2211001.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;52368/2017;24;5;2017;24/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;6554729000196;PIAUI SECRETARIA DE EDUCACAO;64018900;AVENIDA PEDRO FREITAS. SN. CENTRO ADMINISTRATI - SAO PEDRO. TERESINA - PI. CEP: 64018-900;SAO PEDRO;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;04/08/2017;13/05/2019;Apoiar a execução do Censo da Educação Básica de 2017 e 2018. da preparação à divulgação dos resultados.;433199.66;411539.68;21659.98;848684;4;8;2017;04/08/2017;Em execução;;Publicado;SIM;SIM;2.30360045572018E+016;153978.0;10/08/2017;04/08/2017;13/05/2019;60;12/07/2019;Normal;1;;;433199.66;411539.68;21659.98;73950;73950;;;;21659.98
2357;1204677;PR;CURITIBA;4106902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;52692/2017;25;5;2017;25/05/2017;26241;UNIVERSIDADE FEDERAL DO PARANA;CONVENIO;78350188000195;FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA.TECNOLOGIA E DA CULTURA;80010200;RUA JOAO NEGRAO. 280. EDIFICIO PROF OCYRON CUNHA - CENTRO. CURITIBA - PR. CEP: 80010-200;CENTRO;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/06/2017;30/06/2018;Conjugação de esforços entre os participes visando a realização do Processo Seletivo especifico para ingresso nos cursos de graduação em Administração Pública e Pedagogia da UFPR na Modalidade de Educação a Distância (EaD). de acordo com o Plano de Trabalho devidamente aprovado.;53837.97;53837.97;0;846848;30;6;2017;30/06/2017;Em execução;;Publicado;SIM;SIM;2.30751708042018E+016;153079.0;20/07/2017;30/06/2017;30/06/2018;60;29/08/2018;Normal;1;;;53837.97;53837.97;0;53837.97;53837.97;;;;
2358;1204919;PR;CURITIBA;4106902.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;52817/2017;25;5;2017;25/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;76416965000121;PARANA SECRETARIA DE ESTADO DA EDUCACAO;80240900;AVENIDA AGUA VERDE 1682. 2140 - AGUA VERDE. CURITIBA - PR. CEP: 80240-900;AGUA VERDE;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;14/08/2017;26/05/2019;Apoiar a realização das atividades relativas à execução do Censo Escolar da Educação Básica. da preparação do processo censitário à divulgação dos resultados em todos os levantamentos referentes aos anos letivos de 2017 e 2018. envolvendo ainda a produção e disseminação de informações estatísticas e a realização de atividades de controle de qualidade das informações. com vistas a garantir a fidedignidade dos dados.;518556.3;460938.94;57617.36;848894;14;8;2017;14/08/2017;Em execução;;Publicado;SIM;SIM;2.30360045742017E+016;153978.0;15/08/2017;14/08/2017;26/05/2019;60;25/07/2019;Normal;1;;;518556.3;460938.94;57617.36;174729.37;18408;;;;
2359;1204987;RR;BOA VISTA;1400100.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;52868/2017;25;5;2017;25/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;84012012000126;ESTADO DE RORAIMA;69301380;PRACA CENTRO CIVICO. SN. PALACIO DA FRONTEIR - CENTRO. BOA VISTA - RR. CEP: 69301-380;CENTRO;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;31/08/2017;13/05/2019;Apoiar a execução do processo censitário em todas as etapas. da preparação e divulgação dos resultados e todos os levantamentos referentes aos anos letivos de 2017 e 2018.;260459.11;246750.74;13708.37;849037;31;8;2017;31/08/2017;Em execução;;Publicado;SIM;SIM;2.30360045522017E+016;153978.0;01/09/2017;31/08/2017;13/05/2019;60;12/07/2019;Normal;1;;;260459.11;246750.74;13708.37;26284.5;26284.5;;;;
2360;1205244;PR;CURITIBA;4106902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;53012/2017;26;5;2017;26/05/2017;26241;UNIVERSIDADE FEDERAL DO PARANA;CONVENIO;78350188000195;FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA.TECNOLOGIA E DA CULTURA;80010200;RUA JOAO NEGRAO. 280. EDIFICIO PROF OCYRON CUNHA - CENTRO. CURITIBA - PR. CEP: 80010-200;CENTRO;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;14/07/2017;14/07/2019;Conjugação de esforços entre os participes visando a execução do projeto intitulado Implantação da Educação Empreendedora integrada a Inovação Tecnológica na Universidade Federal do Paraná - UFPR. de acordo com o Plano de Trabalho devidamente aprovado.;170000;170000;0;846845;14;7;2017;14/07/2017;Em execução;;Publicado;SIM;SIM;2.30751583752017E+016;153079.0;03/08/2017;14/07/2017;14/07/2019;60;12/09/2019;Normal;1;1.0;;170000;170000;0;85000;85000;;;;
2361;1205453;MG;BELO HORIZONTE;3106200.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;53118/2017;26;5;2017;26/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;18715599000105;MINAS GERAIS SECRETARIA DE ESTADO DA EDUCACAO;31630900;RODOVIA PAPA JOAO PAULO II. 4143. ANDAR 11 - SERRA VERDE. BELO HORIZONTE - MG. CEP: 31630-900;SERRA VERDE;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;01/08/2017;13/05/2019;"Realizar as seguintes atividades relativas ao Censo Escolar da Educação Básica: execução do processo censitário. da preparação à divulgação dos resultados. em todos os levantamentos referentes ao ano letivo de 2017 e 2018; produção e disseminação de informações estatísticas; e realização de atividades de controle de qualidade das informações com vistas a garantir a fidedignidade dos dados.";781643.64;703409.64;78234;848306;1;8;2017;01/08/2017;Em execução;;Publicado;SIM;SIM;2.30360045692018E+016;153978.0;03/08/2017;01/08/2017;13/05/2019;60;12/07/2019;Normal;1;;;781643.64;703409.64;78234;260555.64;140361;;;;78234
2362;1206071;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;53543/2017;29;5;2017;29/05/2017;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;19/06/2017;19/06/2018;PROJETO DE DESENVOLVIMENTO INSTITUCIONAL DA ESCOLA DE ADMINISTRAÇÃO.;389179.03;389179.03;0;843475;19;6;2017;19/06/2017;Em execução;;Publicado;SIM;SIM;2.30780261742017E+016;153114.0;29/06/2017;19/06/2017;19/06/2018;60;18/08/2018;Normal;1;;;389179.03;389179.03;0;109360;109360;;;;
2363;1206214;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;53597/2017;29;5;2017;29/05/2017;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;26/06/2017;26/06/2019;PROJETO DE DESENVOLVIMENTO INSTITUCIONAL DA FACULDADE DE EDUCAÇÃO: 2017-2019.;240000;240000;0;843493;26;6;2017;26/06/2017;Em execução;;Publicado;SIM;SIM;2.30780012322017E+016;153114.0;29/06/2017;26/06/2017;26/06/2019;60;25/08/2019;Normal;1;;;240000;240000;0;30000;30000;;;;
2364;1206325;MA;SAO LUIS;2111300.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;53642/2017;29;5;2017;29/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;3352086000100;ESTADO DO MARANHAO - SECRETARIA DE ESTADO DA EDUCACAO;65030330;Rua Conde d'Eu. 140.  - Monte Castelo. SAO LUIS - MA. CEP: 65030-330;Monte Castelo;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;14/09/2017;22/05/2019;Apoiar a execução do Censo da Educação Básica nos anos letivos de 2017 e 2018. da preparação à divulgação dos resultados.;873584.54;829905.31;43679.23;850107;14;9;2017;14/09/2017;Em execução;;Publicado;SIM;SIM;2.30360045562017E+016;153978.0;18/09/2017;14/09/2017;22/05/2019;60;21/07/2019;Normal;1;;;873584.54;829905.31;43679.23;67285.27;35296.77;;;;
2365;1206502;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;53756/2017;30;5;2017;30/05/2017;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;26/06/2017;26/06/2019;PROJETO DE DESENVOLVIMENTO INSTITUCIONAL DO INSTITUTO DE LETRAS.;500000;500000;0;843474;26;6;2017;26/06/2017;Em execução;;Publicado;SIM;SIM;2.30782003112017E+016;153114.0;29/06/2017;26/06/2017;26/06/2019;60;25/08/2019;Normal;1;;;500000;500000;0;63000;42000;;;;
2366;1206634;PB;JOAO PESSOA;2507507.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;53824/2017;30;5;2017;30/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;8778250000169;SECRETARIA DE ESTADO DA EDUCACAO;58015020;JOAO DA MATA (CENTRO ADMINISTRATIVO). S/N. BLOCO I 6 ANDAR - JAGUARIBE. JOAO PESSOA - PB. CEP: 58015-020;JAGUARIBE;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;21/07/2017;13/05/2019;Apoiar a execução do Censo da Educação Básica nos anos letivos de 2017 e 2018. da preparação à divulgação dos resultados.;378160.5;359252.48;18908.02;847113;21;7;2017;21/07/2017;Em execução;;Publicado;SIM;SIM;2.30360045602018E+016;153978.0;25/07/2017;21/07/2017;13/05/2019;60;12/07/2019;Normal;1;;;378160.5;359252.48;18908.02;83194.43;83194.43;;;;8226.07
2367;1206832;AP;MACAPA;1600303.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;53944/2017;30;5;2017;30/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;1517658000138;SECRETARIA DE ESTADO DA EDUCACAO CULTURA E ESPORTE;68900453;AVENIDA FAB. S/N - CENTRAL. MACAPA - AP. CEP: 68900-453;CENTRAL;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;01/09/2017;13/05/2019;Apoiar a execução do Censo da educação Básica nos anos letivos de 2017 e 2018 da preparação e divulgação dos resultados.;416911.5;394316.48;22595.02;849974;1;9;2017;01/09/2017;Em execução;;Publicado;SIM;SIM;2.30360045542017E+016;153978.0;04/09/2017;01/09/2017;13/05/2019;60;12/07/2019;Normal;1;;;416911.5;394316.48;22595.02;242096.48;32125.5;;;;22595.02
2368;1207094;AM;MANAUS;1302603.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;54055/2017;30;5;2017;30/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;4312419000130;SECRETARIA DE ESTADO DA EDUCACAO E QUALIDADE DO ENSINO;69076830;RUA WALDOMIRO LUSTOSA. 250 - JAPIIM. MANAUS - AM. CEP: 69076-830;JAPIIM;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;25/09/2017;13/05/2019;Apoiar a realização das seguintes atividades relativas ao Censo Escolar da Educação Básica no biênio 2017 e 2018: Execução. acompanhamento. supervisão e controle de qualidade da coleta dos dados em todos os seus levantamentos censitários. Contribuindo para produção e disseminação das informações estatísticas confiáveis e fidedignas.;538185.12;507897.12;30288;849976;25;9;2017;25/09/2017;Em execução;;Publicado;SIM;SIM;2.30360045512018E+016;153978.0;05/10/2017;25/09/2017;13/05/2019;60;12/07/2019;Normal;1;;;538185.12;507897.12;30288;106209.19;30288;;;;
2369;1207277;PE;RECIFE;2611606.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;54188/2017;31;5;2017;31/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;10572071000112;SECRETARIA DE EDUCACAO;50810900;Av. Afonso Olindense. 1513 - Varzea. RECIFE - PE. CEP: 50810-900;Varzea;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;05/09/2017;13/05/2019;Realização de atividades relativas à execução do Censo Escolar da Educação Básica. da preparação do processo censitário à divulgação dos resultados. em todos os levantamentos referentes ao ano letivo de 2017 e 2018. envolvendo. ainda. a produção e disseminação de informações estatísticas e a realização de atividades de controle de qualidade das informações. com vistas a garantir a fidedignidade dos dados.;300690.27;271618.99;29071.28;849977;5;9;2017;05/09/2017;Em execução;;Publicado;SIM;SIM;2.30360045632017E+016;153978.0;11/09/2017;05/09/2017;13/05/2019;60;12/07/2019;Normal;1;;;300690.27;271618.99;29071.28;27005;27005;;;;
2370;1207413;ES;VITORIA;3205309.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;54250/2017;31;5;2017;31/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;27080563000193;ESPIRITO SANTO SECRETARIA DE ESTADO DA EDUCACAO;29056085;AVENIDA CEZAR HILAL. 1111 - SANTA LUCIA. VITORIA - ES. CEP: 29056-085;SANTA LUCIA;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;09/10/2017;13/05/2019;Apoiar a realiza��o de atividades relacionadas � execu��o do Censo da Educa��o B�sica. em todos os seus levantamentos. referentes aos anos letivos de 2017/2018. nos termos especificados neste Plano de Trabalho.;439837.2;390966.4;48870.8;850353;9;10;2017;09/10/2017;Em execução;;Publicado;SIM;SIM;2.30360045712018E+016;153978.0;11/10/2017;09/10/2017;13/05/2019;60;12/07/2019;Normal;1;;;439837.2;390966.4;48870.8;5600;5600;;;;
2371;1207762;MS;CAMPO GRANDE;5002704.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;54448/2017;31;5;2017;31/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;2585924000122;SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL;79031902;PARQUE DOS PODERES. BLOCO V. BL V - PARQUE DOS PODERES. CAMPO GRANDE - MS. CEP: 79031-902;PARQUE DOS PODERES;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;20/09/2017;14/05/2019;Apoiar a execução do Censo da Educação Básica nos anos letivos de 2017 e 2018. da preparação à  divulgação dos resultados.;382100.47;356568.72;25531.75;850109;20;9;2017;20/09/2017;Em execução;;Publicado;SIM;SIM;2.30360045772017E+016;153978.0;22/09/2017;20/09/2017;14/05/2019;60;13/07/2019;Normal;1;;;382100.47;356568.72;25531.75;9558;9558;;;;
2372;1207795;SP;SAO PAULO;3550308.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;54472/2017;31;5;2017;31/05/2017;26291;FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR;TERMO DE FOMENTO;328072000162;INSTITUTO AYRTON SENNA;5423040;RUA DOUTOR FERNANDES COELHO. 85. ANDAR 13.14.15 E 16 - PINHEIROS. SAO PAULO - SP. CEP: 05423-040;PINHEIROS;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;22/09/2017;31/07/2018;Promover parceria institucional com a CAPES visando à formação para equipes de gestores (de secretaria. regionais e escolares). formadores e professores nas modalidades presencial. em serviço e à distância (Web conferência. Coachings[1] e EaDs) para apoiar a Secretaria de Educação do Estado de Santa Catarina  na implantação e expansão de suas escolas de Educação Integral em tempo integral   [1] Coachings. nesse contexto. são caracterizados por reuniões de apoio individual junto ao profissional a ser formado- em sua maioria realizados a distância. Tem como objetivo atender a demandas específicas com relação a sua atuação e aborda conteúdos importantes para desenvolvimento profissional do formado.;1022536.48;920282.83;102253.65;850293;22;9;2017;22/09/2017;Em execução;;Publicado;SIM;SIM;2.30380021902017E+016;154003.0;04/10/2017;22/09/2017;31/07/2018;60;29/09/2018;Normal;1;;;1022536.48;920282.83;102253.65;551881.7;551881.7;;;;
2373;1207920;SP;SAO PAULO;3550308.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;54544/2017;31;5;2017;31/05/2017;26290;INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS;CONVENIO;46384111000140;SAO PAULO SECRETARIA DA EDUCACAO;1045903;PRACA REPUBLICA. 53. 2 ANDAR SALA218 - CENTRO. SAO PAULO - SP. CEP: 01045-903;CENTRO;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;04/09/2017;31/05/2019;Apoiar a execução do processo censitário. da preparação à divulgação dos resultados. em todos os levantamentos referentes ao ano letivo de 2017 e 2018.;667335.08;600601.57;66733.51;850004;4;9;2017;04/09/2017;Em execução;;Publicado;SIM;SIM;2.30360045732018E+016;153978.0;05/09/2017;04/09/2017;31/05/2019;60;30/07/2019;Normal;1;;;667335.08;600601.57;66733.51;126644.03;115227;;;;66733.51
2374;1214009;MG;UBERLANDIA;3170206.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;58776/2017;9;6;2017;09/06/2017;26274;FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA;CONVENIO;22225692000109;FUNDACAO DE DESENVOLVIMENTO AGROPECUARIO;38400462;"RUA ENGENHEIRO DINIZ. 1178. SALA: 12; - MARTINS. UBERLANDIA - MG. CEP: 38400-462";MARTINS;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;17/10/2017;31/12/2017;APOIO AO ENSINO. PESQUISA E EXTENSÃO. DOS CURSOS DE AGRONOMIA DE UBERLÂNDIA. MONTE CARMELO E OUTROS (NUTRIÇÃO - UBERLÂNDIA.  ENGENHARIA DE ALIMENTOS – PATOS DE MINAS). RESULTANDO NA OBTENÇÃO DE OLERÍCOLAS E OUTRAS MINIMAMENTE PROCESSADAS. POLPA DE FRUTAS CONCENTRADAS. CONGELADAS. ADOÇADAS E CAFÉ .;743889.92;743889.92;0;851632;17;10;2017;17/10/2017;Em execução;;Publicado;SIM;SIM;2.31170040782017E+016;154043.0;24/10/2017;17/10/2017;31/12/2017;90;31/03/2018;Normal;1;;;743889.92;743889.92;0;743889.92;;;;;
2375;1215792;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;60336/2017;13;6;2017;13/06/2017;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;TERMO DE FOMENTO;40226946000195;FUNDACAO ARY FRAUZINO PARA PESQUISA E CONTROLE DO CANCER;20231048;RUA DOS INVALIDOS. 212. ANDAR 11 - CENTRO. RIO DE JANEIRO - RJ. CEP: 20231-048;CENTRO;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;21/06/2017;20/06/2019;IMPLANTAR E EXECUTAR O PROJETO REDE BRASILCORD. FINANCIADO PELO BNDES.;96767;96767;0;846693;21;6;2017;21/06/2017;Em execução;;Publicado;SIM;SIM;2.35380019862016E+016;155124.0;29/06/2017;21/06/2017;20/06/2019;60;19/08/2019;Normal;1;;;96767;96767;0;96767;96767;;;;
2376;1215882;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;60391/2017;13;6;2017;13/06/2017;26291;FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;12/09/2017;12/09/2020;Oferta do Mestrado Profissional em Matemática oferecido pela UESB-BA. no campus de Vitória da Conquista. contemplando um total de 20 (vinte) vagas por ano. totalizando 60 alunos matriculados nos anos de 2017. 2018 e 2019.;101500;100000;1500;848870;12;9;2017;12/09/2017;Em execução;;Publicado;SIM;SIM;2.30380132462018E+016;154003.0;15/09/2017;12/09/2017;12/09/2020;60;11/11/2020;Normal;1;;;101500;100000;1500;100000;100000;;;;
2377;1216048;SP;SAO PAULO;3550308.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;60473/2017;13;6;2017;13/06/2017;26291;FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR;CONVENIO;63025530000104;UNIVERSIDADE DE SAO PAULO;5508220;RUA DA REITORIA. 374 - BUTANTA. SAO PAULO - SP. CEP: 05508-220;BUTANTA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;01/09/2017;28/02/2021;Recursos para a implementacao e oferta do curso PROFMAT - Programa de Mestrado Profissional em Rede Nacional nos campi de São Carlos. Ribeirão Preto e São Paulo.;101010.1;100000;1010.1;848722;1;9;2017;01/09/2017;Em execução;;Publicado;SIM;SIM;2.30380130032017E+016;154003.0;28/09/2017;01/09/2017;28/02/2021;60;29/04/2021;Normal;1;;;101010.1;100000;1010.1;100000;100000;;;;
2378;1216848;RS;RIO GRANDE;4315602.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;61101/2017;14;6;2017;14/06/2017;26273;FUNDACAO UNIVERSIDADE DO RIO GRANDE - RS;CONVENIO;3483912000150;FUNDACAO DE APOIO A UNIVERSIDADE DO RIO GRANDE;96201900;AVENIDA ITALIA  KM 08 - CAMPUS CARREIROS. S/N - CARREIROS. RIO GRANDE - RS. CEP: 96201-900;CARREIROS;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;21/08/2017;20/08/2019;Elaborar estudos para viabilizar o cultivo multitrófico integrado de peixes. crustáceos. moluscos e plantas em meio aos bioflocos.;349512.14;349512.14;0;850009;21;8;2017;21/08/2017;Em execução;;Publicado;SIM;SIM;2.31160047922017E+016;154042.0;29/08/2017;21/08/2017;20/08/2019;60;19/10/2019;Normal;1;3.0;;349512.14;349512.14;0;182200;82200;;;;
